scientific_name,Order,Axial_length_mm,transverse_diameter_mm,brain_vol_ml,body_mass_g,habitat_openness,migration,food_type,foraging_habitat,activity_pattern
Abroscopus_albogularis,Passeriformes,5,6.3,0.32,4.84,De,Se,An,In,D
Acanthagenys_rufogularis,Passeriformes,9,10.55,1.16,47.8,So,Se,Om,In,D
Acanthisitta_chloris,Passeriformes,5.85,6.64,0.33,6.91,De,Se,An,In,D
Acanthiza_chrysorrhoa,Passeriformes,5.5,6.65,0.43,9.29,So,Se,An,Te,D
Acanthiza_pusilla,Passeriformes,6.4,7.35,0.45,7.62,So,Se,An,In,D
Acanthorhynchus_superciliosus,Passeriformes,4.8,6.3,0.79,9.72,So,Se,Pl,In,D
Acanthorhynchus_tenuirostris,Passeriformes,5.9,7.2,0.48,10.44,So,Se,Om,In,D
Accipiter_badius,Accipitriformes,15.4,NA,2.83,131.15,So,Mi,An,In,D
Accipiter_cooperii,Accipitriformes,18,NA,4.7,429.67,So,Mi,An,Ae,D
Accipiter_gentilis,Accipitriformes,22.3,NA,7.88,866.04,De,Pm,An,Ge,D
Accipiter_nisus,Accipitriformes,13.5,NA,2.85,220.79,De,Pm,An,In,D
Accipiter_novaehollandiae,Accipitriformes,17.8,NA,4.74,326.06,De,Se,An,In,D
Accipiter_striatus,Accipitriformes,13.4,NA,2.23,130.59,De,Mi,An,Ae,D
Accipiter_tachiro,Accipitriformes,16.8,NA,4.15,290.2,De,Se,An,Ae,D
Aceros_plicatus,Bucerotiformes,20.6,23.98,15.42,1703.76,De,Se,Pl,In,D
Aceros_undulatus,Bucerotiformes,20.8,24.4,18.25,2214.55,De,Se,Pl,In,D
Acridotheres_tristis,Passeriformes,10.7,12.85,2.48,116.43,Op,Pm,An,Te,D
Acrocephalus_schoenobaenus,Passeriformes,5.8,7.25,0.45,11.83,Op,Mi,An,In,D
Acrocephalus_scirpaceus,Passeriformes,6.3,7.65,0.46,12.3,Op,Mi,An,In,D
Acrocephalus_stentoreus,Passeriformes,6.9,8.7,0.84,24.2,Op,Pm,An,In,D
Acryllium_vulturinum,Galliformes,15.3,18,4.55,1330,So,Se,Pl,Te,D
Actitis_hypoleucos,Charadriiformes,7.4,NA,0.86,48,Op,Mi,An,Te,D
Actitis_macularius,Charadriiformes,7.3,NA,0.68,40.4,Op,Mi,An,Te,D
Actophilornis_africanus,Charadriiformes,10.4,NA,0.79,189.09,Op,Pm,An,Te,D
Aegithalos_caudatus,Passeriformes,6.3,6.95,0.43,8.6,So,Se,An,In,D
Aegithalos_concinnus,Passeriformes,4.9,6.28,0.37,6.1,De,Se,An,In,D
Aegithina_tiphia,Passeriformes,6.2,7.85,0.67,12,De,Se,An,In,D
Aegolius_acadicus,Strigiformes,15.65,NA,3.36,100.69,So,Mi,An,In,N
Aegolius_funereus,Strigiformes,17,NA,4.02,137.18,De,Pm,An,In,N
Aegotheles_cristatus,Caprimulgiformes,13.17,NA,1.42,42.78,So,Se,An,In,N
Aeronautes_saxatalis,Caprimulgiformes,9.1,11.45,0.67,32.1,De,Se,An,Ae,D
Aethopyga_nipalensis,Passeriformes,5.05,6.58,0.33,6.9,De,Se,Om,In,D
Agapornis_canus,Psittaciformes,5.5,7.2,1.15,30,So,Se,Pl,In,D
Agapornis_fischeri,Psittaciformes,7.55,8.85,1.95,48.3,Op,Se,Pl,In,D
Agelaius_phoeniceus,Passeriformes,7.14,7.53,1.69,50.78,Op,Mi,Pl,Ge,D
Ailuroedus_crassirostris,Passeriformes,13.3,17.45,4.01,205.32,De,Se,Pl,In,D
Alcedo_atthis,Coraciiformes,8.3,10.18,0.74,31.09,So,Se,An,In,D
Alcedo_azurea,Coraciiformes,8.8,10.85,0.98,34.9,So,Se,An,In,D
Alcedo_cristata,Coraciiformes,7.3,8.8,0.54,15.7,So,Se,An,In,D
Alcippe_nipalensis,Passeriformes,7.5,8.65,0.93,15.8,De,Se,Om,In,D
Alectoris_chukar,Galliformes,13.5,15.1,2.48,502.1,Op,Se,Pl,Te,D
Alectura_lathami,Galliformes,16,21.1,5.68,2333.06,De,Se,Pl,Te,D
Alethe_diademata,Passeriformes,9.6,10.95,1.04,31.54,De,Se,An,Ge,D
Alisterus_scapularis,Psittaciformes,12.4,14.3,4.48,232.26,De,Se,Pl,In,D
Alle_alle,Charadriiformes,10.49,NA,2.1,180.73,Op,Mi,An,Aq,D
Amadina_fasciata,Passeriformes,5.3,6.45,0.59,18,Op,Se,Pl,Te,D
Amalocichla_incerta,Passeriformes,8,11.35,1.1,32.7,De,Se,An,Te,D
Amandava_amandava,Passeriformes,4.4,5.5,0.38,8.97,So,Se,Pl,Ge,D
Amazilia_tzacatl,Caprimulgiformes,4.13,NA,0.22,4.79,De,Se,Pl,Ae,D
Amazona_albifrons,Psittaciformes,12.2,14.2,5.28,206,So,Se,Pl,In,D
Amazona_ochrocephala,Psittaciformes,15.3,17.65,8.64,476.94,So,Se,Pl,In,D
Amblycercus_holosericeus,Passeriformes,8.5,10.45,2.21,70.42,De,Se,An,In,D
Amblyornis_macgregoriae,Passeriformes,13.1,15.85,3.58,117.47,De,Se,Pl,In,D
Amblyornis_subalaris,Passeriformes,12.6,15.2,3.55,108.88,De,Se,Om,In,D
Amblyramphus_holosericeus,Passeriformes,8.3,9.7,2.33,56.76,So,Se,An,In,D
Amphispiza_bilineata,Passeriformes,6.5,7.65,0.68,13.5,So,Pm,Om,Ge,D
Anas_acuta,Anseriformes,9.99,NA,4.72,944.62,Op,Mi,Pl,Aq,D
Anas_crecca,Anseriformes,10.45,NA,2.7,341.89,Op,Pm,Pl,Aq,D
Anas_platyrhynchos,Anseriformes,13.2,NA,5.44,843.42,Op,Pm,Pl,Aq,D
Andigena_hypoglauca,Piciformes,16.3,19.4,4.65,312.83,De,Se,Pl,In,D
Anisognathus_somptuosus,Passeriformes,8.4,9.85,1.49,44.5,De,Se,Om,In,D
Anodorhynchus_hyacinthinus,Psittaciformes,16.8,19.8,24.73,1331,So,Se,Pl,In,D
Anorrhinus_galeritus,Bucerotiformes,21.8,23.85,9.6,1172,De,Se,Om,In,D
Anser_albifrons,Anseriformes,14.8,NA,9.09,2506.39,Op,Mi,Pl,Te,D
Anthracoceros_coronatus,Bucerotiformes,19.3,22.45,7.98,806.72,So,Se,Pl,In,D
Anthracothorax_dominicus,Caprimulgiformes,4.5,5.9,0.23,5.77,So,Se,Pl,Ae,D
Anthus_berthelotii,Passeriformes,7.3,8.75,0.5,15.86,So,Se,An,Te,D
Anthus_campestris,Passeriformes,7.8,9.4,0.46,23,Op,Mi,An,Te,D
Anthus_novaeseelandiae,Passeriformes,7.8,9.35,0.84,24.07,Op,Se,An,Te,D
Anthus_spinoletta,Passeriformes,6.3,8.25,0.75,23.9,Op,Mi,An,Te,D
Anthus_trivialis,Passeriformes,7.4,8.5,0.6,23.33,So,Mi,Om,Te,D
Anumbius_annumbi,Passeriformes,8.85,10.18,1.18,41.5,Op,Se,An,Ge,D
Apaloderma_narina,Trogoniformes,11.9,13.9,1.52,67.69,De,Se,An,In,D
Aphelocephala_nigricincta,Passeriformes,6.2,6.85,0.47,10.4,So,Se,An,Te,D
Aphelocoma_coerulescens,Passeriformes,11.5,14.05,2.85,77.12,So,Se,Om,In,D
Aphelocoma_ultramarina,Passeriformes,12.3,15.4,3.61,113.33,So,Se,Om,Ge,D
Aphrastura_spinicauda,Passeriformes,6.7,7.75,0.81,11.5,So,Se,An,In,D
Aplonis_atrifusca,Passeriformes,11,12.95,2.29,146,So,Se,Pl,In,D
Aplonis_panayensis,Passeriformes,9.4,11,1.39,56.2,De,Se,Pl,In,D
Aprosmictus_erythropterus,Psittaciformes,8.78,10.49,3.85,136,So,Se,Pl,In,D
Apteryx_australis,Struthioniformes,6.91,7.44,10.86,2320.51,De,Se,An,Te,N
Apteryx_owenii,Struthioniformes,7.3,7.4,7.3,1238.29,De,Se,An,Te,N
Apus_affinis,Caprimulgiformes,6.79,7.95,0.52,22.57,De,Mi,An,Ae,D
Apus_apus,Caprimulgiformes,9.8,11.75,0.67,37.6,De,Mi,An,Ae,D
Apus_pallidus,Caprimulgiformes,10,12.15,0.72,41.9,De,Mi,An,Ae,D
Aquila_chrysaetos,Accipitriformes,29.55,NA,17.19,4247.97,Op,Pm,An,Ae,D
Aquila_pomarina,Accipitriformes,26.8,NA,10.91,1359.41,De,Mi,An,Ge,D
Aquila_rapax,Accipitriformes,27.8,NA,13.31,2236.06,So,Mi,An,Ge,D
Ara_ararauna,Psittaciformes,15.8,19.05,18.08,1125,De,Se,Pl,In,D
Ara_militaris,Psittaciformes,16,19.25,18.83,1134,So,Se,Pl,In,D
Ara_severus,Psittaciformes,12,16.5,10.05,343,De,Se,Pl,In,D
Arachnothera_longirostra,Passeriformes,6,7.7,0.52,12.46,De,Se,Om,In,D
Aratinga_leucophthalma,Psittaciformes,10.9,13.15,5.58,158,So,Se,Pl,In,D
Aratinga_pertinax,Psittaciformes,9.4,10.9,3.49,83.99,So,Se,Pl,In,D
Aratinga_weddellii,Psittaciformes,8.59,NA,4.01,108,De,Se,Pl,In,D
Archilochus_colubris,Caprimulgiformes,3.93,4.7,0.15,3.09,So,Mi,Om,Ge,D
Ardea_cinerea,Pelecaniformes,18.7,NA,7.85,1443,Op,Se,An,Te,D
Ardeotis_australis,Otidiformes,28.6,35.1,11.65,4182.35,Op,Se,Om,Te,D
Ardeotis_kori,Otidiformes,33.15,39.13,12.93,7994.16,Op,Se,Om,Te,D
Arenaria_interpres,Charadriiformes,9.7,NA,1.34,135.98,Op,Mi,An,Te,D
Arenaria_melanocephala,Charadriiformes,8.57,NA,1.53,126.21,Op,Mi,An,Te,D
Argusianus_argus,Galliformes,18.4,22.1,5.68,1959.93,De,Se,Pl,Te,D
Arremonops_conirostris,Passeriformes,8.4,10,1.29,35.89,So,Se,Om,Te,D
Arses_telescophthalmus,Passeriformes,7.7,8.9,0.62,15.26,De,Se,An,In,D
Artamus_cinereus,Passeriformes,8.83,10.28,0.92,35.6,So,Se,An,Ae,D
Artamus_cyanopterus,Passeriformes,8.3,9.75,1,34.6,So,Se,An,Ae,D
Artamus_leucorynchus,Passeriformes,9.9,11.85,1.08,41.69,So,Se,An,Ae,D
Artamus_maximus,Passeriformes,9.8,12.3,1.65,58.2,So,Se,An,Ae,D
Artamus_personatus,Passeriformes,9,10.3,1.03,34.6,So,Se,An,Ae,D
Artamus_superciliosus,Passeriformes,9,10.3,1.04,35.5,So,Mi,An,Ae,D
Ashbyia_lovensis,Passeriformes,7,8.95,0.67,17.5,Op,Pm,An,Te,D
Asio_flammeus,Strigiformes,19,NA,5.3,322.61,Op,Mi,An,Ae,D
Asio_otus,Strigiformes,17.5,NA,5.31,296.57,So,Pm,An,Ae,N
Athene_brama,Strigiformes,18,NA,3.34,112,So,Se,An,In,N
Athene_cunicularia,Strigiformes,18.5,NA,3.78,150.61,Op,Se,An,Ge,D
Athene_noctua,Strigiformes,18.4,NA,3.7,168.92,Op,Se,An,In,N
Attila_spadiceus,Passeriformes,11,12.7,1.18,39.1,De,Se,An,In,D
Aulacorhynchus_sulcatus,Piciformes,13.3,16.25,2.74,167,De,Se,Om,In,D
Auriparus_flaviceps,Passeriformes,5.1,6.25,0.44,6.8,So,Se,An,In,D
Automolus_infuscatus,Passeriformes,8.5,10.1,1.13,32.9,De,Se,An,In,D
Automolus_ochrolaemus,Passeriformes,8.4,9.8,1.14,40.2,De,Se,An,In,D
Aviceda_leuphotes,Accipitriformes,20.8,NA,3.28,193.98,So,Mi,An,In,D
Aviceda_subcristata,Accipitriformes,22.8,NA,4.7,322.65,So,Se,An,In,D
Baeolophus_bicolor,Passeriformes,7.7,8.8,1.01,21.6,De,Se,An,In,D
Balearica_pavonina,Gruiformes,18.93,NA,12.88,3590,Op,Se,Om,Te,D
Bambusicola_thoracicus,Galliformes,10.4,12.4,1.78,264.79,So,Se,Pl,Te,D
Barnardius_zonarius,Psittaciformes,10.5,12.75,3.91,133,So,Se,Pl,In,D
Bartramia_longicauda,Charadriiformes,11.2,NA,1.3,158.92,Op,Mi,An,Te,D
Baryphthengus_ruficapillus,Coraciiformes,15.5,18.9,2.65,141.65,De,Se,An,In,D
Basileuterus_culicivorus,Passeriformes,6.15,7.7,0.58,10.5,De,Se,An,In,D
Batis_capensis,Passeriformes,7.4,8.75,0.68,11.74,So,Se,An,In,D
Bias_musicus,Passeriformes,8.8,10.05,0.84,21.9,De,Pm,An,In,D
Bolbopsittacus_lunulatus,Psittaciformes,8.1,11,2.65,67.6,De,Se,Pl,In,D
Bolborhynchus_lineola,Psittaciformes,7.7,9.25,2.08,56.2,De,Pm,Pl,In,D
Bombycilla_cedrorum,Passeriformes,7.67,9.52,0.89,31.58,So,Mi,Pl,In,D
Bombycilla_garrulus,Passeriformes,8.97,10.67,1.16,54.41,De,Mi,Pl,In,D
Bonasa_bonasia,Galliformes,11.15,14.9,1.82,429,De,Se,Pl,Ge,D
Bonasa_umbellus,Galliformes,10.28,12.61,2.46,530.91,De,Se,Pl,Ge,D
Botaurus_stellaris,Pelecaniformes,13.8,NA,5.89,1319.45,De,Pm,An,Te,D
Brachygalba_lugubris,Piciformes,7.8,8.7,0.43,15.9,So,Se,An,In,D
Brotogeris_versicolurus,Psittaciformes,8.3,9.98,2.39,71.53,So,Se,Pl,In,D
Bubalornis_albirostris,Passeriformes,9.5,11.38,2.13,61.9,Op,Se,Om,Te,D
Bubo_bubo,Strigiformes,35.3,NA,17.09,2668.51,So,Se,An,In,N
Bubo_lacteus,Strigiformes,24.5,NA,16.89,2114.94,Op,Se,An,In,N
Bubo_poensis,Strigiformes,23.5,NA,8.69,654.94,De,Se,An,In,N
Bubo_virginianus,Strigiformes,34.55,NA,14.73,1354.5,So,Se,An,In,N
Bucephala_clangula,Anseriformes,10.8,NA,5.95,918.56,Op,Mi,An,Aq,D
Buceros_bicornis,Bucerotiformes,18.2,21.45,18.25,2790.79,De,Se,Om,In,D
Buceros_hydrocorax,Bucerotiformes,17.5,21.8,17,1409.59,De,Se,Pl,In,D
Bucorvus_abyssinicus,Bucerotiformes,29.3,32.9,23.75,4000,Op,Se,An,Te,D
Bucorvus_cafer,Bucerotiformes,30.6,34.55,26.15,3743.62,Op,Se,An,Te,D
Burhinus_bistriatus,Charadriiformes,22,25.95,4.66,787,Op,Se,An,Te,N
Burhinus_capensis,Charadriiformes,19.55,25.03,3.67,422.99,Op,Se,An,Te,N
Burhinus_oedicnemus,Charadriiformes,19.3,23.35,3.65,459,Op,Mi,An,Te,N
Burhinus_superciliaris,Charadriiformes,21.8,25.95,3.3,480,Op,Se,An,Te,N
Busarellus_nigricollis,Accipitriformes,20.8,NA,8.75,766.14,De,Se,An,In,D
Butastur_teesa,Accipitriformes,18.9,NA,4.73,325,Op,Se,An,In,D
Buteo_buteo,Accipitriformes,20.8,NA,7.94,759.1,Op,Pm,An,In,D
Buteo_galapagoensis,Accipitriformes,23.6,NA,8.3,1137.44,De,Se,An,Ae,D
Buteo_jamaicensis,Accipitriformes,22.8,NA,9.18,1101.16,So,Mi,An,In,D
Buteo_lagopus,Accipitriformes,27.1,NA,9.2,949.76,Op,Mi,An,In,D
Buteo_lineatus,Accipitriformes,23.05,NA,7.19,603.72,De,Mi,An,Ae,D
Buteo_magnirostris,Accipitriformes,19.9,NA,4.56,269,De,Se,An,In,D
Buteo_platypterus,Accipitriformes,20.25,NA,5.12,453.65,So,Mi,An,In,D
Buteo_rufofuscus,Accipitriformes,20.1,NA,9.17,1530,Op,Pm,An,Ge,D
Buteogallus_anthracinus,Accipitriformes,21,NA,7.17,975.09,So,Se,An,In,D
Buteogallus_urubitinga,Accipitriformes,23.5,NA,10.17,1152.87,So,Se,An,In,D
Bycanistes_cylindricus,Bucerotiformes,18.9,23.2,10.13,921,De,Se,Pl,In,D
Cacatua_alba,Psittaciformes,15.3,19.05,14.16,570,De,Se,Pl,In,D
Cacatua_ducorpsii,Psittaciformes,12.4,14.4,8.7,394,De,Se,Pl,In,D
Cacatua_galerita,Psittaciformes,14,17.15,14.24,720.43,De,Se,Pl,In,D
Cacatua_haematuropygia,Psittaciformes,12.6,15.2,8.5,288,So,Se,Pl,In,D
Cacatua_leadbeateri,Psittaciformes,12.2,15.2,8.47,396.83,So,Se,Pl,In,D
Cacatua_roseicapilla,Psittaciformes,12.1,12.9,6.43,328,Op,Se,Pl,Te,D
Cacatua_sanguinea,Psittaciformes,12.2,13.9,8.91,523.69,So,Se,Pl,Te,D
Cacicus_cela,Passeriformes,10.9,12.8,2.43,85.45,De,Se,Om,In,D
Cacomantis_castaneiventris,Cuculiformes,9.5,12.8,0.95,33.2,De,Se,An,In,D
Cacomantis_flabelliformis,Cuculiformes,11,13.4,1.09,49.8,So,Se,An,In,D
Cacomantis_variolosus,Cuculiformes,9.1,12.4,0.97,35.75,De,Se,An,In,D
Calamanthus_fuliginosus,Passeriformes,7.6,8.8,0.7,20.81,So,Se,An,Te,D
Calamospiza_melanocorys,Passeriformes,8.4,9.5,1.18,37.6,Op,Mi,Om,Ge,D
Calandrella_cinerea,Passeriformes,7,8.15,0.67,23.7,Op,Pm,Om,Te,D
Calidris_alba,Charadriiformes,7.1,NA,1.01,51.71,Op,Mi,An,Te,D
Calidris_alpina,Charadriiformes,6.7,NA,1,51.89,Op,Mi,An,Te,D
Calidris_bairdii,Charadriiformes,7.2,NA,0.73,40.97,Op,Mi,An,Te,D
Calidris_canutus,Charadriiformes,8.8,NA,1.32,141.87,Op,Mi,An,Te,D
Calidris_fuscicollis,Charadriiformes,6.6,NA,0.78,43.01,Op,Mi,An,Te,D
Calidris_mauri,Charadriiformes,6,NA,0.64,27.82,Op,Mi,An,Te,D
Calidris_melanotos,Charadriiformes,8.7,NA,1.02,79.73,Op,Mi,An,Te,D
Calidris_minutilla,Charadriiformes,6.13,NA,0.55,22.88,Op,Mi,An,Te,D
Calidris_pusilla,Charadriiformes,6.6,NA,0.51,27.5,Op,Mi,An,Te,D
Calidris_tenuirostris,Charadriiformes,9.8,NA,1.54,192,Op,Mi,An,Te,D
Callipepla_gambelii,Galliformes,9.3,11.6,1.32,165.95,So,Se,Pl,Te,D
Callipepla_squamata,Galliformes,10,11.15,1.45,183.86,Op,Se,Pl,Te,D
Callocephalon_fimbriatum,Psittaciformes,12.3,14.9,7.48,256,So,Pm,Pl,In,D
Caloenas_nicobarica,Columbiformes,14.2,17.2,3.06,537.86,De,Pm,Pl,Te,D
Calorhamphus_fuliginosus,Piciformes,9.05,10.6,1.1,42.6,De,Se,Pl,In,D
Calyptorhynchus_banksii,Psittaciformes,15.8,18.05,11.95,721.9,So,Se,Pl,In,D
Calyptorhynchus_funereus,Psittaciformes,16.6,18.9,15.08,674.72,So,Se,Pl,In,D
Campephaga_phoenicea,Passeriformes,9.5,12.3,1.05,27.1,So,Se,An,In,D
Campethera_nivosa,Piciformes,7.8,9.75,1.58,37.8,De,Se,An,In,D
Camptostoma_obsoletum,Passeriformes,5.4,6.75,0.36,8.1,So,Se,An,In,D
Campylopterus_largipennis,Caprimulgiformes,5.4,6.6,0.31,8.3,De,Se,Pl,Ae,D
Campylorhynchus_brunneicapillus,Passeriformes,9,10.63,1.34,38.9,Op,Se,An,In,D
Campylorhynchus_griseus,Passeriformes,8.8,10.2,1.31,42.4,So,Se,An,In,D
Caprimulgus_carolinensis,Caprimulgiformes,16,NA,1.36,109,So,Mi,An,Ae,N
Caprimulgus_europaeus,Caprimulgiformes,11.6,NA,0.88,67,So,Mi,An,Ae,N
Caprimulgus_macrurus,Caprimulgiformes,12.95,NA,1.01,66.2,So,Se,An,Ge,N
Caprimulgus_vociferus,Caprimulgiformes,12.8,NA,0.82,53.3,De,Mi,An,Ge,N
Cardellina_rubrifrons,Passeriformes,6.4,7.2,0.43,8.1,So,Mi,An,In,D
Cardinalis_cardinalis,Passeriformes,8.8,10.78,1.52,42.64,So,Se,Pl,In,D
Carduelis_carduelis,Passeriformes,5.6,6.7,0.65,16,So,Se,Pl,In,D
Carduelis_chloris,Passeriformes,6.8,8,0.86,26,So,Se,Pl,Ge,D
Carduelis_flammea,Passeriformes,5,6.05,0.59,13,De,Pm,Pl,Ge,D
Carduelis_tristis,Passeriformes,5.2,6.4,0.54,12.79,De,Se,Pl,In,D
Cariama_cristata,Cariamiformes,19.66,23.91,11.15,1400,So,Se,An,Te,D
Carpodacus_mexicanus,Passeriformes,5.7,7.65,0.78,21.4,So,Pm,Pl,In,D
Carpodacus_purpureus,Passeriformes,6.9,8.4,0.9,23.3,So,Pm,Pl,In,D
Casuarius_bennetti,Struthioniformes,28.2,34.9,23.65,34999.99,De,Se,Pl,Te,D
Casuarius_casuarius,Struthioniformes,32.8,41.55,36.35,44000,De,Se,Pl,Te,D
Cathartes_aura,Cathartiformes,18.65,NA,9.98,1518.24,Op,Pm,Ca/Re,Te,D
Catharus_fuscescens,Passeriformes,8.7,10.65,0.92,31.9,De,Mi,An,Te,D
Catharus_guttatus,Passeriformes,9.05,10.85,0.79,30.1,De,Mi,Om,Ge,D
Catharus_minimus,Passeriformes,8.8,10.63,0.77,31.58,So,Mi,An,Te,D
Catoptrophorus_semipalmatus,Charadriiformes,11.3,NA,2.33,245.7,Op,Mi,An,Te,D
Celeus_castaneus,Piciformes,9.4,11.45,2.11,85.59,De,Se,An,In,D
Centropus_phasianinus,Cuculiformes,14.4,18.05,4.12,381.98,So,Se,An,Te,D
Centropus_senegalensis,Cuculiformes,12.7,15.25,2.61,169,So,Se,An,Te,D
Centropus_sinensis,Cuculiformes,15.6,18.95,4.59,280.7,So,Se,An,Te,D
Ceratogymna_atrata,Bucerotiformes,19,21.9,13.5,1194.79,De,Se,Pl,In,D
Ceratogymna_elata,Bucerotiformes,21.8,25.7,14.29,1917.02,De,Se,Pl,In,D
Cercomacra_tyrannina,Passeriformes,7.8,9.05,0.74,16.3,De,Se,An,In,D
Certhia_familiaris,Passeriformes,5.23,6.65,0.39,9,De,Se,Om,In,D
Certhiaxis_cinnamomeus,Passeriformes,7.2,7.4,0.69,15.2,So,Se,An,In,D
Certhionyx_niger,Passeriformes,5.8,6.4,0.37,9.9,So,Mi,Om,In,D
Ceryle_rudis,Coraciiformes,11.3,14.8,1.59,84.37,Op,Se,An,In,D
Cettia_cetti,Passeriformes,6.6,7.9,0.58,13.22,So,Se,An,Ge,D
Ceuthmochares_aereus,Cuculiformes,12.15,14.25,1.33,65.8,De,Se,An,In,D
Ceyx_lepidus,Coraciiformes,7.45,9.18,0.56,21.32,De,Se,An,In,D
Ceyx_pictus,Coraciiformes,6.8,8.45,0.43,12.72,De,Se,An,In,D
Chaetura_pelagica,Caprimulgiformes,9,10.2,0.46,23.6,De,Mi,An,Ae,N
Chalcophaps_indica,Columbiformes,9.83,12.45,1.25,136.54,De,Se,Pl,Ge,D
Chalcopsitta_atra,Psittaciformes,10.5,12.9,5.4,195,Op,Se,Pl,In,D
Chamaea_fasciata,Passeriformes,7.2,8.55,0.77,14.73,So,Se,Om,In,D
Chamaeza_campanisona,Passeriformes,11.3,14.95,1.83,90.58,De,Se,An,Te,D
Charadrius_alexandrinus,Charadriiformes,10,NA,0.89,42.3,Op,Pm,An,Te,D
Charadrius_collaris,Charadriiformes,8.2,NA,0.77,28.3,Op,Pm,An,Te,D
Charadrius_dubius,Charadriiformes,8.5,NA,0.97,38.7,Op,Mi,An,Te,D
Charadrius_melodus,Charadriiformes,7.45,NA,0.99,54.39,Op,Mi,An,Te,D
Charadrius_modestus,Charadriiformes,11.1,NA,1.24,78,Op,Mi,An,Te,D
Charadrius_semipalmatus,Charadriiformes,9.1,NA,0.96,46.74,Op,Mi,An,Te,D
Charadrius_vociferus,Charadriiformes,10.6,NA,1.12,96.44,Op,Mi,An,Te,D
Charmosyna_papou,Psittaciformes,9.3,10.8,3.45,82.89,De,Se,Pl,In,D
Chelidoptera_tenebrosa,Piciformes,8.65,9.93,0.85,35.9,Op,Se,An,In,D
Cheramoeca_leucosterna,Passeriformes,7.7,8.25,0.41,14.1,Op,Se,An,Ae,D
Chersomanes_albofasciata,Passeriformes,8.2,9.65,0.94,24.61,Op,Se,An,Te,D
Chiroxiphia_caudata,Passeriformes,8.1,10.25,0.8,25.6,De,Se,Om,In,D
Chiroxiphia_lanceolata,Passeriformes,7.3,9.05,0.57,18.5,De,Se,Pl,In,D
Chiroxiphia_linearis,Passeriformes,7.8,9.15,0.68,17.44,De,Se,Pl,In,D
Chlamydera_maculata,Passeriformes,13,15.85,3.8,139.99,So,Se,Pl,In,D
Chlamydera_nuchalis,Passeriformes,13.6,15.35,5.01,200.43,So,Se,Pl,In,D
Chlamydotis_undulata,Otidiformes,21.3,27.7,5.31,1501.33,Op,Se,Pl,Te,D
Chloroceryle_amazona,Coraciiformes,12.8,15.4,1.95,126.38,Op,Se,An,In,D
Chloroceryle_americana,Coraciiformes,9.8,11.65,0.92,33.73,Op,Se,An,In,D
Chloropsis_hardwickii,Passeriformes,7.5,9.9,0.73,32.29,De,Mi,Om,In,D
Chlorospingus_ophthalmicus,Passeriformes,7.2,8.3,0.98,19.98,De,Se,An,In,D
Chlorothraupis_carmioli,Passeriformes,9.65,11.18,1.3,37.6,De,Se,An,In,D
Chordeiles_minor,Caprimulgiformes,12.3,NA,0.85,79.3,Op,Mi,An,Ae,N
Chrysococcyx_basalis,Cuculiformes,8.5,9.2,0.62,23.12,So,Se,An,Ge,D
Chrysococcyx_caprius,Cuculiformes,9,10.5,0.77,32.79,So,Se,An,In,D
Chrysococcyx_lucidus,Cuculiformes,8.3,10.3,0.69,24.44,So,Se,An,In,D
Chrysocolaptes_lucidus,Piciformes,10.97,13.77,4.75,142,So,Se,An,In,D
Chrysolophus_amherstiae,Galliformes,14.4,18.05,3.76,732.47,De,Se,Om,Te,D
Chthonicola_sagittatus,Passeriformes,6.9,8.2,0.6,13.29,So,Se,An,Te,D
Chunga_burmeisteri,Cariamiformes,19.9,23.4,7.24,1298,So,Se,An,Te,D
Cicinnurus_regius,Passeriformes,9.55,11.1,1.74,51.63,De,Se,Om,In,D
Ciconia_ciconia,Ciconiiformes,22.2,NA,14.67,3445.8,Op,Mi,An,Te,D
Ciconia_nigra,Ciconiiformes,19.8,NA,11.39,2926,So,Mi,An,Te,D
Cinclidium_leucurum,Passeriformes,8.4,11.15,0.89,26.83,So,Se,Om,Ge,D
Cinclodes_fuscus,Passeriformes,7.8,9.6,0.88,30,Op,Mi,An,Te,D
Cincloramphus_cruralis,Passeriformes,10.05,12.05,1.12,49.22,Op,Mi,An,Te,D
Cinclosoma_cinnamomeum,Passeriformes,9.1,11.65,1.47,56.14,So,Se,An,Te,D
Cinclus_cinclus,Passeriformes,7.5,9.6,1.32,61.47,Op,Se,An,Ge,D
Cinclus_mexicanus,Passeriformes,8.1,9.75,1.4,56.68,Op,Se,An,Ge,D
Cinnyricinclus_leucogaster,Passeriformes,8.9,10.25,1.18,44,So,Mi,Pl,In,D
Circaetus_gallicus,Accipitriformes,32.5,NA,13,1699.12,Op,Mi,An,Ae,D
Circus_aeruginosus,Accipitriformes,20.3,NA,5.48,704.07,Op,Pm,An,Ae,D
Circus_cyaneus,Accipitriformes,18.5,NA,4.78,392.98,Op,Mi,An,Ae,D
Cissa_chinensis,Passeriformes,14.6,16.4,3.45,126.64,De,Se,An,Ge,D
Cissopis_leverianus,Passeriformes,9.8,11.4,1.71,76,So,Se,Om,In,D
Cistothorus_palustris,Passeriformes,5.9,7.45,0.52,10.8,Op,Pm,An,In,D
Clamator_glandarius,Cuculiformes,12.5,14.5,1.9,143,So,Mi,An,In,D
Clangula_hyemalis,Anseriformes,13.5,NA,4.88,871,Op,Mi,An,Aq,D
Claravis_pretiosa,Columbiformes,7.8,10.55,0.9,68.2,De,Pm,Pl,Ge,D
